Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2017-09-04,4767.2865,4784.8087,4323.001,4521.9403,1904.15710419,8653856.37844,4544.71763879
2017-09-03,4768.1201,4900.0,4600.0,4767.2585,1006.60852028,4788901.83171,4757.46204729
2017-09-02,4999.99,5097.9999,4600.0,4779.9869,1733.86733723,8325436.63499,4801.65722961
2017-09-01,4815.5026,4999.99,4783.3628,4999.99,785.77209249,3849508.11208,4899.01352933
2017-08-31,4691.0102,4850.0,4680.5618,4815.5669,695.02999594,3313032.04297,4766.74684881
2017-08-30,4680.0,4739.8997,4580.0,4688.5,684.56957365,3205446.33658,4682.42595049
2017-08-29,4474.401,4700.0,4442.6,4677.0,991.5536417,4548059.05439,4586.80081754
2017-08-28,4443.3903,4500.0,4326.4004,4486.7704,576.77350929,2554869.29367,4429.58848235
2017-08-27,4461.0969,4488.0,4435.8499,4442.9799,300.62432246,1341310.87081,4461.75099816
2017-08-26,4484.0,4499.99,4400.0,4461.0969,397.98604847,1766894.09061,4439.5880142
2017-08-25,4383.3216,4548.9728,4383.3216,4483.3234,797.27169068,3559449.46143,4464.5376263
2017-08-24,4254.6801,4430.0,4250.0,4382.8196,804.66746441,3484799.29831,4330.73219987
2017-08-23,4220.1001,4346.9856,4178.9999,4254.9,956.90898814,4083969.17584,4267.87628339
2017-08-22,4114.9626,4269.9999,3800.0,4220.1,1447.64693556,5874263.33372,4057.80110428
2017-08-21,4277.0672,4279.9999,4100.0,4123.2845,1033.82873816,4345074.63457,4202.89596738
2017-08-20,4316.0,4343.9999,4228.5846,4257.0617,597.75940095,2562195.97217,4286.33321049
2017-08-19,4224.3109,4350.0,4116.798,4316.0,1118.35877938,4736024.70919,4234.79906137
2017-08-18,4393.6924,4450.0,4158.8737,4223.7259,1406.582792,6071233.0194,4316.29979688
2017-08-17,4450.9128,4540.0,4300.0,4395.2793,1473.43145397,6531264.27743,4432.68959668
2017-08-16,4250.5796,4455.0,4068.0,4454.9992,1222.69833075,5255001.14358,4297.87218271
2017-08-15,4442.9295,4549.7516,3875.0,4250.8792,2562.29275211,10871257.9571,4242.78527429
2017-08-14,4147.3143,4500.0,4050.1449,4435.8737,1631.18419243,7012528.50759,4299.04148172
2017-08-13,3878.6436,4237.5431,3876.0699,4147.5242,2165.96649196,8842820.6303,4082.62115925
2017-08-12,3714.9999,3985.0,3682.0386,3872.8987,1546.14020772,5930540.60158,3835.7068602
